dt,metric_name,metric_value
20210226202732,Physical Reads Per Sec,1188.33416541854
20210226202732,Physical Reads Per Txn,71407.0
20210226202732,Physical Writes Per Sec,0.0332834082210018
20210226202732,Physical Writes Per Txn,2.0
20210226202732,Physical Write Bytes Per Sec,272.657680146447
20210226202732,Physical Write Total Bytes Per Sec,2453.91912131802
20210226202732,Physical Read Bytes Per Sec,9734833.48310867
20210226202732,Physical Read Total Bytes Per Sec,9736742.0868697
20210226202732,DB Block Changes Per Sec,0.682309868530537
20210226202732,DB Block Changes Per Txn,41.0
20210226202732,Total Parse Count Per Sec,208.087868197703
20210226202732,Total Parse Count Per Txn,12504.0
20210226202732,Hard Parse Count Per Sec,0.0
20210226202732,Hard Parse Count Per Txn,0.0
20210226202732,Soft Parse Ratio,100.0
20210226202732,Execute Without Parse Ratio,0.167664670658683
20210226202732,Parse Failure Count Per Sec,0.0
20210226202732,Logons Per Sec,0.0665668164420037
20210226202732,Logons Per Txn,4.0
20210226202732,User Transaction Per Sec,0.0
20210226202732,User Calls Per Sec,0.981860542519554
20210226202732,User Calls Per Txn,59.0
20210226202732,User Rollbacks Per Sec,0.0
20210226202732,User Rollbacks Percentage,0.0
20210226202732,Current Logons Count,6.0
20210226202732,Current Open Cursors Count,29.0
20210226202732,Network Traffic Volume Per Sec,561.990347811616
20210226202732,Database Wait Time Ratio,3.82518934022027
20210226202732,Database CPU Time Ratio,96.1748106597797
20210226202732,SQL Service Response Time,0.0312870881474621
20210226202732,Response Time Per Txn,6317.5827
20210226202832,Session Count,8.0
20210226202832,PQ QC Session Count,0.0
20210226202832,PQ Slave Session Count,0.0
20210226202832,Average Active Sessions,1.00778556924101
20210226202832,Active Serial Sessions,1.0
20210226202832,Active Parallel Sessions,0.0
20210226202832,CPU Usage Per Sec,99.8013581890812
20210226202832,CPU Usage Per Txn,5996.0656
20210226202832,Background CPU Usage Per Sec,0.0944041278295606
20210226202832,Background Time Per Sec,0.0011126664447403
20210226202832,User Commits Per Sec,0.0
20210226202832,User Commits Percentage,0.0
20210226202832,Open Cursors Per Sec,69.7237017310253
20210226202832,Open Cursors Per Txn,4189.0
20210226202832,Redo Generated Per Sec,75.4327563249001
20210226202832,Redo Generated Per Txn,4532.0
20210226202832,Logical Reads Per Sec,1891.14513981358
20210226202832,Logical Reads Per Txn,113620.0
20210226202832,Executions Per Sec,70.306258322237
20210226202832,Executions Per Txn,4224.0
20210226202832,Physical Reads Per Sec,1160.40279627164
20210226202832,Physical Reads Per Txn,69717.0
20210226202832,Physical Writes Per Sec,0.0499334221038615
20210226202832,Physical Writes Per Txn,3.0
20210226202832,Physical Write Bytes Per Sec,409.054593874834
20210226202832,Physical Write Total Bytes Per Sec,2590.67909454061
20210226202832,Physical Read Bytes Per Sec,9506019.70705726
20210226202832,Physical Read Total Bytes Per Sec,9507928.62849534
20210226202832,DB Block Changes Per Sec,0.699067909454061
20210226202832,DB Block Changes Per Txn,42.0
20210226202832,Total Parse Count Per Sec,69.7569906790945
20210226202832,Total Parse Count Per Txn,4191.0
20210226202832,Hard Parse Count Per Sec,0.0
20210226202832,Hard Parse Count Per Txn,0.0
20210226202832,Soft Parse Ratio,100.0
20210226202832,Execute Without Parse Ratio,0.78125
20210226202832,Parse Failure Count Per Sec,0.0
20210226202832,Logons Per Sec,0.0
20210226202832,Logons Per Txn,0.0
20210226202832,User Transaction Per Sec,0.0
20210226202832,User Calls Per Sec,0.632490013315579
20210226202832,User Calls Per Txn,38.0
20210226202832,User Rollbacks Per Sec,0.0
20210226202832,User Rollbacks Percentage,0.0
20210226202832,Current Logons Count,6.0
20210226202832,Current Open Cursors Count,29.0
20210226202832,Network Traffic Volume Per Sec,208.139147802929
20210226202832,Database Wait Time Ratio,0.969649461994108
20210226202832,Database CPU Time Ratio,99.0303505380059
20210226202832,SQL Service Response Time,0.089595520797881
20210226202832,Response Time Per Txn,6054.7757
20210317211412,Session Count,19.0
20210317211412,PQ QC Session Count,0.0
20210317211412,PQ Slave Session Count,0.0
20210317211412,Average Active Sessions,1.05214726335052
20210317211412,Active Serial Sessions,1.0
20210317211412,Active Parallel Sessions,0.0
20210317211412,CPU Usage Per Sec,103.729312926302
20210317211412,CPU Usage Per Txn,271.094304347826
20210317211412,Background CPU Usage Per Sec,0.0756196972217601
20210317211412,Background Time Per Sec,0.0009649309599068
20210317211412,User Commits Per Sec,0.38263184162369
20210317211412,User Commits Percentage,100.0
20210317211412,Open Cursors Per Sec,6.38828813841291
20210317211412,Open Cursors Per Txn,16.695652173913
20210317211412,Redo Generated Per Sec,457.627682581933
20210317211412,Redo Generated Per Txn,1196.0
20210317211412,Logical Reads Per Sec,1217.40143071036
20210317211412,Logical Reads Per Txn,3181.65217391304
20210317211412,Executions Per Sec,6.82082848111795
20210317211412,Executions Per Txn,17.8260869565217
20210317211412,Physical Reads Per Sec,1171.48560971552
